Goodness,Model
1694427906,"{'Cc': 1, 'RB1': 110000.0, 'RB2': 30100.0, 'RB3': 44200.0, 'RC': 1470.0, 'RE_deg': 14.7, 'RE': 187.0, 'trans_model': 'ZTX107-NOM'}"
1693412707,"{'Cc': 1, 'RB1': 261000.0, 'RB2': 90900.0, 'RB3': 178000.0, 'RC': 2050.0, 'RE_deg': 18.7, 'RE': 237.0, 'trans_model': 'ZTX107-NOM'}"
1690747751,"{'Cc': 1, 'RB1': 105000.0, 'RB2': 27400.0, 'RB3': 24900.0, 'RC': 1780.0, 'RE_deg': 10.5, 'RE': 348.0, 'trans_model': 'ZTX107-NOM'}"
1689310316,"{'Cc': 1, 'RB1': 115000.0, 'RB2': 140000.0, 'RB3': 71500.0, 'RC': 1870.0, 'RE_deg': 12.1, 'RE': 402.0, 'trans_model': 'ZTX107-NOM'}"
1689163797,"{'Cc': 1, 'RB1': 71500.0, 'RB2': 13300.0, 'RB3': 15400.0, 'RC': 1689.9999999999998, 'RE_deg': 16.2, 'RE': 140.0, 'trans_model': 'ZTX107-NOM'}"
1686759923,"{'Cc': 1, 'RB1': 383000.0, 'RB2': 27400.0, 'RB3': 154000.0, 'RC': 1870.0, 'RE_deg': 13.3, 'RE': 249.0, 'trans_model': 'ZTX107-NOM'}"
1678989987,"{'Cc': 1, 'RB1': 95300, 'RB2': 13300.0, 'RB3': 20500, 'RC': 3479.9999999999995, 'RE_deg': 10.5, 'RE': 619.0, 'trans_model': 'ZTX107-NOM'}"
1669742939,"{'Cc': 1, 'RB1': 61900.0, 'RB2': 20500.0, 'RB3': 11000.0, 'RC': 3479.9999999999995, 'RE_deg': 16.2, 'RE': 205.0, 'trans_model': 'ZTX107-NOM'}"
1669099022,"{'Cc': 1, 'RB1': 95300.0, 'RB2': 75000.0, 'RB3': 38300.0, 'RC': 1620.0, 'RE_deg': 10.5, 'RE': 442.0, 'trans_model': 'ZTX107-NOM'}"
1662496489,"{'Cc': 1, 'RB1': 215000.0, 'RB2': 14700.0, 'RB3': 38300.0, 'RC': 1780.0, 'RE_deg': 13.3, 'RE': 121.0, 'trans_model': 'ZTX107-NOM'}"
1660627793,"{'Cc': 1, 'RB1': 82500.0, 'RB2': 46400.0, 'RB3': 27400.0, 'RC': 1689.9999999999998, 'RE_deg': 16.9, 'RE': 237.0, 'trans_model': 'ZTX107-NOM'}"
1659671656,"{'Cc': 1, 'RB1': 121000.0, 'RB2': 59000.0, 'RB3': 24900.0, 'RC': 3160.0, 'RE_deg': 13.3, 'RE': 187.0, 'trans_model': 'ZTX107-NOM'}"
1659386944,"{'Cc': 1, 'RB1': 205000.0, 'RB2': 61900.0, 'RB3': 34800.0, 'RC': 3829.9999999999995, 'RE_deg': 14.0, 'RE': 121.0, 'trans_model': 'ZTX107-NOM'}"
1656186848,"{'Cc': 1, 'RB1': 249000.0, 'RB2': 105000.0, 'RB3': 59000.0, 'RC': 1960.0000000000002, 'RE_deg': 13.3, 'RE': 100.0, 'trans_model': 'ZTX107-NOM'}"
1654515226,"{'Cc': 1, 'RB1': 82500.0, 'RB2': 12100.0, 'RB3': 22600.0, 'RC': 1400.0, 'RE_deg': 16.2, 'RE': 162.0, 'trans_model': 'ZTX107-NOM'}"
1648248557,"{'Cc': 1, 'RB1': 121000.0, 'RB2': 33200.0, 'RB3': 90900.0, 'RC': 1470.0, 'RE_deg': 16.2, 'RE': 649.0, 'trans_model': 'ZTX107-NOM'}"
1646027411,"{'Cc': 1, 'RB1': 95300, 'RB2': 12700.0, 'RB3': 20500, 'RC': 1960.0000000000002, 'RE_deg': 21.5, 'RE': 178.0, 'trans_model': 'ZTX107-NOM'}"
1640303365,"{'Cc': 1, 'RB1': 28700.0, 'RB2': 14700.0, 'RB3': 10500.0, 'RC': 2870.0, 'RE_deg': 13.3, 'RE': 866.0, 'trans_model': 'ZTX107-NOM'}"
1639568990,"{'Cc': 1, 'RB1': 154000.0, 'RB2': 28700.0, 'RB3': 30100.0, 'RC': 3320.0000000000005, 'RE_deg': 11.0, 'RE': 487.0, 'trans_model': 'ZTX107-NOM'}"
1639466979,"{'Cc': 1, 'RB1': 154000.0, 'RB2': 34800.0, 'RB3': 36500.0, 'RC': 2610.0, 'RE_deg': 13.3, 'RE': 348.0, 'trans_model': 'ZTX107-NOM'}"
1637962423,"{'Cc': 1, 'RB1': 95300, 'RB2': 23700.0, 'RB3': 21500.0, 'RC': 2740.0, 'RE_deg': 18.7, 'RE': 226, 'trans_model': 'ZTX107-NOM'}"
1635190764,"{'Cc': 1, 'RB1': 178000.0, 'RB2': 10500.0, 'RB3': 215000.0, 'RC': 1400.0, 'RE_deg': 16.2, 'RE': 866.0, 'trans_model': 'ZTX107-NOM'}"
1634005826,"{'Cc': 1, 'RB1': 562000.0, 'RB2': 38300.0, 'RB3': 866000.0, 'RC': 3479.9999999999995, 'RE_deg': 17.8, 'RE': 1689.9999999999998, 'trans_model': 'ZTX107-NOM'}"
1633739824,"{'Cc': 1, 'RB1': 110000.0, 'RB2': 10500, 'RB3': 17800.0, 'RC': 3320.0000000000005, 'RE_deg': 20.5, 'RE': 196.0, 'trans_model': 'ZTX107-NOM'}"
1631180246,"{'Cc': 1, 'RB1': 249000.0, 'RB2': 53600.0, 'RB3': 61900.0, 'RC': 2870.0, 'RE_deg': 14.7, 'RE': 332.0, 'trans_model': 'ZTX107-NOM'}"
1630637067,"{'Cc': 1, 'RB1': 147000.0, 'RB2': 56200.0, 'RB3': 90900.0, 'RC': 1150.0, 'RE_deg': 86.6, 'RE': 237.0, 'trans_model': 'ZTX107-NOM'}"
1629027325,"{'Cc': 1, 'RB1': 68100.0, 'RB2': 147000.0, 'RB3': 40200.0, 'RC': 1470.0, 'RE_deg': 11.0, 'RE': 316.0, 'trans_model': 'ZTX107-NOM'}"
1626580195,"{'Cc': 1, 'RB1': 110000.0, 'RB2': 13300.0, 'RB3': 53600.0, 'RC': 2490.0, 'RE_deg': 19.6, 'RE': 750.0, 'trans_model': 'ZTX107-NOM'}"
1623807824,"{'Cc': 1, 'RB1': 249000.0, 'RB2': 28700.0, 'RB3': 249000.0, 'RC': 2490.0, 'RE_deg': 14.0, 'RE': 1780.0, 'trans_model': 'ZTX107-NOM'}"
1620931502,"{'Cc': 1, 'RB1': 178000.0, 'RB2': 86600.0, 'RB3': 51100.0, 'RC': 2610.0, 'RE_deg': 16.2, 'RE': 237.0, 'trans_model': 'ZTX107-NOM'}"
1619352314,"{'Cc': 1, 'RB1': 61900.0, 'RB2': 17800.0, 'RB3': 14700.0, 'RC': 2490.0, 'RE_deg': 19.6, 'RE': 237.0, 'trans_model': 'ZTX107-NOM'}"
1617474125,"{'Cc': 1, 'RB1': 178000.0, 'RB2': 23700.0, 'RB3': 44200.0, 'RC': 2610.0, 'RE_deg': 17.8, 'RE': 332.0, 'trans_model': 'ZTX107-NOM'}"
1614325103,"{'Cc': 1, 'RB1': 121000.0, 'RB2': 11500.0, 'RB3': 24900.0, 'RC': 3160.0, 'RE_deg': 24.9, 'RE': 237.0, 'trans_model': 'ZTX107-NOM'}"
1613602252,"{'Cc': 1, 'RB1': 78700.0, 'RB2': 14000.0, 'RB3': 15400.0, 'RC': 1620.0, 'RE_deg': 16.9, 'RE': 226, 'trans_model': 'ZTX107-NOM'}"
1612393484,"{'Cc': 1, 'RB1': 1210000.0, 'RB2': 38300.0, 'RB3': 19600000.0, 'RC': 1400.0, 'RE_deg': 44.2, 'RE': 5900.0, 'trans_model': 'ZTX107-NOM'}"
1611572431,"{'Cc': 1, 'RB1': 127000.0, 'RB2': 19600.0, 'RB3': 36500.0, 'RC': 1470.0, 'RE_deg': 16.9, 'RE': 301.0, 'trans_model': 'ZTX107-NOM'}"
1611515953,"{'Cc': 1, 'RB1': 402000.0, 'RB2': 34800.0, 'RB3': 90900.0, 'RC': 4220.0, 'RE_deg': 24.9, 'RE': 154.0, 'trans_model': 'ZTX107-NOM'}"
1610259398,"{'Cc': 1, 'RB1': 681000.0, 'RB2': 11500.0, 'RB3': 169000.0, 'RC': 5620.0, 'RE_deg': 16.2, 'RE': 140.0, 'trans_model': 'ZTX107-NOM'}"
1606927720,"{'Cc': 1, 'RB1': 86600.0, 'RB2': 10500, 'RB3': 24900.0, 'RC': 2490.0, 'RE_deg': 12.1, 'RE': 909.0, 'trans_model': 'ZTX107-NOM'}"
1605422429,"{'Cc': 1, 'RB1': 75000.0, 'RB2': 11000.0, 'RB3': 13300.0, 'RC': 2870.0, 'RE_deg': 18.7, 'RE': 316.0, 'trans_model': 'ZTX107-NOM'}"
1596818940,"{'Cc': 1, 'RB1': 86600.0, 'RB2': 17800.0, 'RB3': 16200.0, 'RC': 2370.0, 'RE_deg': 10.0, 'RE': 422.0, 'trans_model': 'ZTX107-NOM'}"
1596386829,"{'Cc': 1, 'RB1': 127000.0, 'RB2': 147000.0, 'RB3': 56200.0, 'RC': 2260.0, 'RE_deg': 14.0, 'RE': 365.0, 'trans_model': 'ZTX107-NOM'}"
1592076484,"{'Cc': 1, 'RB1': 249000.0, 'RB2': 95300.0, 'RB3': 78700.0, 'RC': 2150.0, 'RE_deg': 11.0, 'RE': 402.0, 'trans_model': 'ZTX107-NOM'}"
1591941260,"{'Cc': 1, 'RB1': 1000000.0, 'RB2': 10500.0, 'RB3': 464000.0, 'RC': 16200.0, 'RE_deg': 169.0, 'RE': 2150.0, 'trans_model': 'ZTX107-NOM'}"
1590037500,"{'Cc': 1, 'RB1': 36500.0, 'RB2': 36500.0, 'RB3': 11500.0, 'RC': 2260.0, 'RE_deg': 15.4, 'RE': 316.0, 'trans_model': 'ZTX107-NOM'}"
1589611848,"{'Cc': 1, 'RB1': 127000.0, 'RB2': 10500, 'RB3': 20500, 'RC': 2370.0, 'RE_deg': 16.2, 'RE': 196.0, 'trans_model': 'ZTX107-NOM'}"
1589175895,"{'Cc': 1, 'RB1': 187000.0, 'RB2': 16200.0, 'RB3': 27400.0, 'RC': 3320.0000000000005, 'RE_deg': 20.5, 'RE': 169.0, 'trans_model': 'ZTX107-NOM'}"
1584903206,"{'Cc': 1, 'RB1': 78700.0, 'RB2': 26100.0, 'RB3': 18700.0, 'RC': 3010, 'RE_deg': 22.6, 'RE': 422.0, 'trans_model': 'ZTX107-NOM'}"
1583793474,"{'Cc': 1, 'RB1': 100000.0, 'RB2': 12100.0, 'RB3': 13300.0, 'RC': 2740.0, 'RE_deg': 17.8, 'RE': 121.0, 'trans_model': 'ZTX107-NOM'}"
1582052201,"{'Cc': 1, 'RB1': 110000.0, 'RB2': 14700.0, 'RB3': 33200.0, 'RC': 1540.0, 'RE_deg': 23.7, 'RE': 169.0, 'trans_model': 'ZTX107-NOM'}"
1581212215,"{'Cc': 1, 'RB1': 226000.0, 'RB2': 86600.0, 'RB3': 59000.0, 'RC': 3479.9999999999995, 'RE_deg': 21.5, 'RE': 383.0, 'trans_model': 'ZTX107-NOM'}"
1579717479,"{'Cc': 1, 'RB1': 562000.0, 'RB2': 23700.0, 'RB3': 274000.0, 'RC': 3650.0, 'RE_deg': 27.4, 'RE': 422.0, 'trans_model': 'ZTX107-NOM'}"
1578461426,"{'Cc': 1, 'RB1': 147000.0, 'RB2': 115000.0, 'RB3': 187000.0, 'RC': 1000.0, 'RE_deg': 14.0, 'RE': 301.0, 'trans_model': 'ZTX107-NOM'}"
1574977605,"{'Cc': 1, 'RB1': 127000.0, 'RB2': 75000.0, 'RB3': 38300.0, 'RC': 2370.0, 'RE_deg': 20.5, 'RE': 237.0, 'trans_model': 'ZTX107-NOM'}"
1573451509,"{'Cc': 1, 'RB1': 147000.0, 'RB2': 71500.0, 'RB3': 71500.0, 'RC': 2260.0, 'RE_deg': 16.2, 'RE': 866.0, 'trans_model': 'ZTX107-NOM'}"
1573171060,"{'Cc': 1, 'RB1': 110000.0, 'RB2': 20500.0, 'RB3': 18700.0, 'RC': 4020.0000000000005, 'RE_deg': 16.2, 'RE': 511.0, 'trans_model': 'ZTX107-NOM'}"
1571306124,"{'Cc': 1, 'RB1': 71500.0, 'RB2': 19600.0, 'RB3': 20500, 'RC': 2260.0, 'RE_deg': 23.7, 'RE': 287.0, 'trans_model': 'ZTX107-NOM'}"
1568693328,"{'Cc': 1, 'RB1': 78700.0, 'RB2': 19600.0, 'RB3': 12700.0, 'RC': 3010, 'RE_deg': 23.7, 'RE': 178.0, 'trans_model': 'ZTX107-NOM'}"
1559451387,"{'Cc': 1, 'RB1': 46400.0, 'RB2': 21500.0, 'RB3': 18700.0, 'RC': 1780.0, 'RE_deg': 11.5, 'RE': 825.0, 'trans_model': 'ZTX107-NOM'}"
1557984223,"{'Cc': 1, 'RB1': 68100.0, 'RB2': 11500.0, 'RB3': 13300.0, 'RC': 3010, 'RE_deg': 22.6, 'RE': 487.0, 'trans_model': 'ZTX107-NOM'}"
1551502502,"{'Cc': 1, 'RB1': 105000.0, 'RB2': 10500, 'RB3': 26100.0, 'RC': 2490.0, 'RE_deg': 28.7, 'RE': 249.0, 'trans_model': 'ZTX107-NOM'}"
1551252098,"{'Cc': 1, 'RB1': 82500.0, 'RB2': 46400.0, 'RB3': 20500, 'RC': 2740.0, 'RE_deg': 21.5, 'RE': 383.0, 'trans_model': 'ZTX107-NOM'}"
1549173215,"{'Cc': 1, 'RB1': 51100.0, 'RB2': 95300.0, 'RB3': 16200.0, 'RC': 2260.0, 'RE_deg': 14.0, 'RE': 121.0, 'trans_model': 'ZTX107-NOM'}"
1548541629,"{'Cc': 1, 'RB1': 78700.0, 'RB2': 14700.0, 'RB3': 13300.0, 'RC': 2740.0, 'RE_deg': 24.9, 'RE': 226, 'trans_model': 'ZTX107-NOM'}"
1548378821,"{'Cc': 1, 'RB1': 110000.0, 'RB2': 16200.0, 'RB3': 19600.0, 'RC': 4020.0000000000005, 'RE_deg': 19.6, 'RE': 590.0, 'trans_model': 'ZTX107-NOM'}"
1546894140,"{'Cc': 1, 'RB1': 110000.0, 'RB2': 11500.0, 'RB3': 22600.0, 'RC': 2740.0, 'RE_deg': 23.7, 'RE': 464.0, 'trans_model': 'ZTX107-NOM'}"
1546175760,"{'Cc': 1, 'RB1': 147000.0, 'RB2': 13300.0, 'RB3': 26100.0, 'RC': 4020.0000000000005, 'RE_deg': 26.1, 'RE': 442.0, 'trans_model': 'ZTX107-NOM'}"
1544427702,"{'Cc': 1, 'RB1': 75000.0, 'RB2': 53600.0, 'RB3': 21500.0, 'RC': 2260.0, 'RE_deg': 23.7, 'RE': 196.0, 'trans_model': 'ZTX107-NOM'}"
1543166738,"{'Cc': 1, 'RB1': 82500.0, 'RB2': 30100.0, 'RB3': 14000.0, 'RC': 3650.0, 'RE_deg': 10.5, 'RE': 487.0, 'trans_model': 'ZTX107-NOM'}"
1540466764,"{'Cc': 1, 'RB1': 215000.0, 'RB2': 38300.0, 'RB3': 42200.0, 'RC': 2610.0, 'RE_deg': 22.6, 'RE': 226.0, 'trans_model': 'ZTX107-NOM'}"
1536774655,"{'Cc': 1, 'RB1': 100000.0, 'RB2': 18700.0, 'RB3': 28700.0, 'RC': 3479.9999999999995, 'RE_deg': 24.9, 'RE': 909.0, 'trans_model': 'ZTX107-NOM'}"
1531193753,"{'Cc': 1, 'RB1': 154000.0, 'RB2': 15400.0, 'RB3': 22600.0, 'RC': 3160.0, 'RE_deg': 27.4, 'RE': 178.0, 'trans_model': 'ZTX107-NOM'}"
1530578221,"{'Cc': 1, 'RB1': 237000.0, 'RB2': 19600.0, 'RB3': 42200.0, 'RC': 3320.0000000000005, 'RE_deg': 28.7, 'RE': 274.0, 'trans_model': 'ZTX107-NOM'}"
1530023008,"{'Cc': 1, 'RB1': 301000.0, 'RB2': 53600.0, 'RB3': 86600.0, 'RC': 3160.0, 'RE_deg': 33.2, 'RE': 178.0, 'trans_model': 'ZTX107-NOM'}"
1529153823,"{'Cc': 1, 'RB1': 1100000.0, 'RB2': 11000.0, 'RB3': 196000.0, 'RC': 8660.0, 'RE_deg': 162.0, 'RE': 316.0, 'trans_model': 'ZTX107-NOM'}"
1528447694,"{'Cc': 1, 'RB1': 100000.0, 'RB2': 90900.0, 'RB3': 95300.0, 'RC': 1689.9999999999998, 'RE_deg': 18.7, 'RE': 825.0, 'trans_model': 'ZTX107-NOM'}"
1527908657,"{'Cc': 1, 'RB1': 95300, 'RB2': 10500, 'RB3': 15400.0, 'RC': 1870.0, 'RE_deg': 15.4, 'RE': 237.0, 'trans_model': 'ZTX107-NOM'}"
1526064199,"{'Cc': 1, 'RB1': 154000.0, 'RB2': 59000.0, 'RB3': 34800.0, 'RC': 2870.0, 'RE_deg': 27.4, 'RE': 274.0, 'trans_model': 'ZTX107-NOM'}"
1523771389,"{'Cc': 1, 'RB1': 402000.0, 'RB2': 105000.0, 'RB3': 1000000.0, 'RC': 2490.0, 'RE_deg': 28.7, 'RE': 1270.0, 'trans_model': 'ZTX107-NOM'}"
1520400485,"{'Cc': 1, 'RB1': 110000.0, 'RB2': 11500.0, 'RB3': 11500.0, 'RC': 4420.0, 'RE_deg': 21.5, 'RE': 121.0, 'trans_model': 'ZTX107-NOM'}"
1518815351,"{'Cc': 1, 'RB1': 237000.0, 'RB2': 90900.0, 'RB3': 46400.0, 'RC': 3160.0, 'RE_deg': 22.6, 'RE': 261.0, 'trans_model': 'ZTX107-NOM'}"
1515358509,"{'Cc': 1, 'RB1': 169000.0, 'RB2': 115000.0, 'RB3': 95300.0, 'RC': 2370.0, 'RE_deg': 27.4, 'RE': 464.0, 'trans_model': 'ZTX107-NOM'}"
1512235176,"{'Cc': 1, 'RB1': 316000.0, 'RB2': 301000.0, 'RB3': 383000.0, 'RC': 1689.9999999999998, 'RE_deg': 15.4, 'RE': 681.0, 'trans_model': 'ZTX107-NOM'}"
1511211281,"{'Cc': 1, 'RB1': 95300, 'RB2': 86600.0, 'RB3': 21500.0, 'RC': 2610.0, 'RE_deg': 17.8, 'RE': 226, 'trans_model': 'ZTX107-NOM'}"
1506970226,"{'Cc': 1, 'RB1': 127000.0, 'RB2': 11000.0, 'RB3': 13300.0, 'RC': 4870.0, 'RE_deg': 20.5, 'RE': 147.0, 'trans_model': 'ZTX107-NOM'}"
1506656921,"{'Cc': 1, 'RB1': 110000.0, 'RB2': 17800.0, 'RB3': 15400.0, 'RC': 2610.0, 'RE_deg': 16.9, 'RE': 287.0, 'trans_model': 'ZTX107-NOM'}"
1504451184,"{'Cc': 1, 'RB1': 90900.0, 'RB2': 12100.0, 'RB3': 23700.0, 'RC': 1870.0, 'RE_deg': 24.9, 'RE': 316.0, 'trans_model': 'ZTX107-NOM'}"
1503985507,"{'Cc': 1, 'RB1': 71500.0, 'RB2': 71500.0, 'RB3': 21500.0, 'RC': 2370.0, 'RE_deg': 17.8, 'RE': 464.0, 'trans_model': 'ZTX107-NOM'}"
1500432121,"{'Cc': 1, 'RB1': 121000.0, 'RB2': 34800.0, 'RB3': 23700.0, 'RC': 3010.0, 'RE_deg': 28.7, 'RE': 365.0, 'trans_model': 'ZTX107-NOM'}"
1500146363,"{'Cc': 1, 'RB1': 90900.0, 'RB2': 19600.0, 'RB3': 12100.0, 'RC': 3010, 'RE_deg': 26.1, 'RE': 140.0, 'trans_model': 'ZTX107-NOM'}"
1495356610,"{'Cc': 1, 'RB1': 75000.0, 'RB2': 12700.0, 'RB3': 15400.0, 'RC': 3010, 'RE_deg': 36.5, 'RE': 348.0, 'trans_model': 'ZTX107-NOM'}"
1494373428,"{'Cc': 1, 'RB1': 71500.0, 'RB2': 22600.0, 'RB3': 13300.0, 'RC': 2260.0, 'RE_deg': 27.4, 'RE': 178.0, 'trans_model': 'ZTX107-NOM'}"
1494145602,"{'Cc': 1, 'RB1': 82500.0, 'RB2': 51100.0, 'RB3': 22600.0, 'RC': 2370.0, 'RE_deg': 26.1, 'RE': 383.0, 'trans_model': 'ZTX107-NOM'}"
1493987883,"{'Cc': 1, 'RB1': 147000.0, 'RB2': 12100.0, 'RB3': 17800.0, 'RC': 2370.0, 'RE_deg': 10.0, 'RE': 261.0, 'trans_model': 'ZTX107-NOM'}"
1490897573,"{'Cc': 1, 'RB1': 121000.0, 'RB2': 14700.0, 'RB3': 31600.0, 'RC': 2050.0, 'RE_deg': 30.1, 'RE': 226, 'trans_model': 'ZTX107-NOM'}"
1490888186,"{'Cc': 1, 'RB1': 86600.0, 'RB2': 75000.0, 'RB3': 34800.0, 'RC': 1620.0, 'RE_deg': 21.5, 'RE': 226.0, 'trans_model': 'ZTX107-NOM'}"
1490664861,"{'Cc': 1, 'RB1': 100000.0, 'RB2': 10500, 'RB3': 16900.0, 'RC': 2260.0, 'RE_deg': 18.7, 'RE': 464.0, 'trans_model': 'ZTX107-NOM'}"
1490386341,"{'Cc': 1, 'RB1': 100000.0, 'RB2': 16200.0, 'RB3': 27400.0, 'RC': 2050.0, 'RE_deg': 30.1, 'RE': 287.0, 'trans_model': 'ZTX107-NOM'}"
1488877049,"{'Cc': 1, 'RB1': 48700.0, 'RB2': 38300.0, 'RB3': 13300.0, 'RC': 2260.0, 'RE_deg': 10.5, 'RE': 715.0, 'trans_model': 'ZTX107-NOM'}"
1486207657,"{'Cc': 1, 'RB1': 140000.0, 'RB2': 59000.0, 'RB3': 20500, 'RC': 3479.9999999999995, 'RE_deg': 23.7, 'RE': 133.0, 'trans_model': 'ZTX107-NOM'}"
